# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
62.1000 M1 5000000 2 30.1000 p13 p6 299 N p13->p4->p6
184.0000 M6 5000000 1 10.0000 p15 p1 299 N p15->p1
324.0000 M11 5000000 1 10.0000 p18 p16 299 N p18->p16
360.0000 M12 5000000 1 20.0000 p13 p1 299 N p13->p1
370.0000 M3 5000000 1 284.0000 p1 p2 295 N p1->p2
402.0000 M14 5000000 1 10.0000 p18 p15 299 N p18->p15
445.9000 M7 5000000 2 245.9000 p15 p5 295 N p15->p1->p5
530.0000 M4 5000000 1 416.0000 p14 p3 293 N p14->p3
540.0000 M17 5000000 1 56.0000 p3 p14 299 N p3->p14
540.3000 M2 5000000 1 479.3000 p13 p5 292 N p13->p5
655.2000 M18 5000000 3 145.2000 p13 p3 297 N p13->p16->p0->p3
828.0000 M29 5000000 1 10.0000 p4 p7 299 N p4->p7
931.7000 M15 5000000 1 511.7000 p15 p4 291 N p15->p4
1041.8000 M35 5000000 1 48.8000 p7 p16 299 N p7->p16
1120.2000 M34 5000000 1 155.2000 p3 p6 297 N p3->p6
1184.0000 M41 5000000 1 10.0000 p0 p4 299 N p0->p4
1272.7000 M36 5000000 2 246.7000 p10 p2 295 N p10->p8->p2
1282.1000 M44 5000000 2 24.1000 p18 p11 299 N p18->p7->p11
1295.5000 M39 5000000 2 181.5000 p1 p17 296 N p1->p16->p17
1404.0000 M48 5000000 2 30.0000 p18 p17 299 N p18->p11->p17
1418.6000 M37 5000000 1 358.6000 p12 p0 294 N p12->p0
1514.5000 M50 5000000 3 88.5000 p11 p5 298 N p11->p6->p19->p5
1534.6000 M42 5000000 2 333.6000 p14 p7 294 N p14->p17->p7
1554.1000 M53 5000000 1 46.1000 p3 p17 299 N p3->p17
1714.2000 M51 5000000 1 258.2000 p8 p12 295 N p8->p12
1750.4000 M59 5000000 1 66.4000 p3 p18 298 N p3->p18
1881.2000 M21 5000000 1 1279.2000 p1 p14 278 N p1->p14
1921.4000 M22 5000000 2 1292.4000 p18 p0 278 N p18->p5->p0
1965.0000 M68 5000000 1 10.0000 p4 p15 299 N p4->p15
2059.5000 M64 5000000 1 220.5000 p10 p1 296 N p10->p1
2102.0000 M69 5000000 1 117.0000 p13 p11 298 N p13->p11
2102.0000 M72 5000000 2 20.0000 p13 p16 299 N p13->p1->p16
2103.5000 M52 5000000 1 621.5000 p9 p12 289 N p9->p12
2134.8000 M70 5000000 1 115.8000 p0 p10 298 N p0->p10
2150.5000 M58 5000000 1 498.5000 p15 p2 291 N p15->p2
2157.5000 M26 5000000 1 1420.5000 p0 p18 276 N p0->p18
2193.7000 M62 5000000 1 412.7000 p11 p3 293 N p11->p3
2316.2000 M28 5000000 1 1526.2000 p17 p9 274 N p17->p9
2329.7000 M76 5000000 2 122.7000 p15 p10 297 N p15->p4->p10
2346.6000 M55 5000000 1 780.6000 p18 p11 286 N p18->p11
2376.6000 M81 5000000 2 22.6000 p12 p11 299 N p12->p18->p11
2416.9000 M56 5000000 1 818.9000 p11 p15 286 N p11->p15
2422.6000 M75 5000000 1 245.6000 p8 p18 295 N p8->p18
2436.6000 M82 5000000 2 57.6000 p18 p5 299 N p18->p12->p5
2446.6000 M74 5000000 1 301.6000 p12 p5 294 N p12->p5
2452.7000 M57 5000000 1 825.7000 p8 p3 286 N p8->p3
2456.6000 M80 5000000 1 131.6000 p4 p12 297 N p4->p12
2462.8000 M32 5000000 1 1556.8000 p5 p3 274 N p5->p3
2487.0000 M38 5000000 1 1402.0000 p7 p12 276 N p7->p12
2509.0000 M86 5000000 1 10.0000 p3 p5 299 N p3->p5
2534.0000 M87 5000000 1 10.0000 p15 p12 299 N p15->p12
2667.1000 M90 5000000 3 62.1000 p18 p4 298 N p18->p5->p17->p4
2681.7000 M88 5000000 1 132.7000 p1 p8 297 N p1->p8
2712.4000 M49 5000000 1 1313.4000 p10 p8 278 N p10->p8
2722.4000 M73 5000000 1 608.4000 p17 p8 289 N p17->p8
2788.0000 M96 5000000 1 10.0000 p6 p17 299 N p6->p17
3005.0000 M85 5000000 1 538.0000 p18 p0 291 N p18->p0
3005.8000 M91 5000000 1 368.8000 p8 p16 293 N p8->p16
3022.8000 M100 5000000 1 125.8000 p16 p15 297 N p16->p15
3154.0000 M94 5000000 1 432.0000 p8 p5 292 N p8->p5
3246.5000 M104 5000000 1 236.5000 p2 p5 296 N p2->p5
