# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
6566.8000 M214 4000000 3 272.8000 p39 p1 295 N p39->p36->p30->p1
6600.3000 M207 4000000 1 525.3000 p24 p34 291 N p24->p34
6604.6000 M113 4000000 4 3300.6000 p31 p22 244 N p31->p48->p40->p12->p22
6655.7000 M225 4000000 1 27.7000 p42 p12 299 N p42->p12
6678.6000 M219 4000000 4 241.6000 p11 p13 295 N p11->p19->p10->p30->p13
6683.9000 M180 4000000 2 1390.9000 p15 p14 276 N p15->p24->p14
6693.2000 M216 4000000 2 343.2000 p23 p24 294 N p23->p27->p24
6701.2000 M218 4000000 1 298.2000 p27 p24 295 N p27->p24
6737.7000 M208 4000000 2 628.7000 p35 p36 289 N p35->p31->p36
6810.9000 M211 4000000 2 611.9000 p2 p34 289 N p2->p19->p34
6877.6000 M224 4000000 2 280.6000 p39 p22 295 N p39->p23->p22
6885.4000 M210 4000000 2 713.4000 p37 p36 288 N p37->p14->p36
6926.6000 M213 4000000 1 661.6000 p6 p0 288 N p6->p0
6933.8000 M226 4000000 1 272.8000 p36 p5 295 N p36->p5
6934.6000 M183 4000000 1 1560.6000 p6 p35 273 N p6->p35
6958.0000 M227 4000000 3 271.0000 p48 p39 295 N p48->p13->p25->p39
6967.4000 M231 4000000 1 159.4000 p36 p26 297 N p36->p26
6986.6000 M222 4000000 2 455.6000 p2 p18 292 N p2->p19->p18
7028.0000 M228 4000000 2 315.0000 p16 p37 294 N p16->p25->p37
7122.0000 M187 4000000 3 1628.0000 p38 p9 272 N p38->p22->p33->p9
7130.0000 M193 4000000 4 1462.0000 p20 p9 275 N p20->p8->p5->p33->p9
7146.0000 M242 4000000 1 8.0000 p31 p7 299 N p31->p7
7157.9000 M238 4000000 2 129.9000 p8 p3 297 N p8->p42->p3
7165.0000 M230 4000000 1 388.0000 p21 p27 293 N p21->p27
7171.0000 M243 4000000 1 8.0000 p5 p46 299 N p5->p46
7195.2000 M234 4000000 2 293.2000 p0 p45 295 N p0->p11->p45
7227.1000 M236 4000000 2 266.1000 p4 p22 295 N p4->p43->p22
7229.8000 M195 4000000 2 1508.8000 p32 p27 274 N p32->p11->p27
7232.0000 M229 4000000 2 488.0000 p4 p1 291 N p4->p12->p1
7267.0000 M246 4000000 1 8.0000 p6 p4 299 N p6->p4
7299.8000 M223 4000000 2 734.8000 p15 p35 287 N p15->p41->p35
7320.8000 M248 4000000 1 11.8000 p16 p44 299 N p16->p44
7411.9000 M232 4000000 2 575.9000 p47 p29 290 N p47->p20->p29
7442.1000 M249 4000000 3 104.1000 p39 p29 298 N p39->p48->p8->p29
7466.2000 M245 4000000 2 237.2000 p26 p10 296 N p26->p39->p10
7571.6000 M239 4000000 4 514.6000 p28 p41 291 N p28->p4->p43->p49->p41
7579.8000 M253 4000000 1 115.8000 p13 p30 298 N p13->p30
7596.2000 M204 4000000 3 1614.2000 p14 p3 273 N p14->p37->p6->p3
7682.0000 M241 4000000 2 569.0000 p15 p12 290 N p15->p41->p12
7685.8000 M233 4000000 1 816.8000 p8 p11 286 N p8->p11
7716.2000 M254 4000000 1 218.2000 p0 p42 296 N p0->p42
7735.8000 M255 4000000 3 210.8000 p5 p33 296 N p5->p37->p27->p33
7764.9000 M244 4000000 1 568.9000 p0 p36 290 N p0->p36
7781.0000 M263 4000000 1 8.0000 p11 p36 299 N p11->p36
7792.0000 M240 4000000 3 710.0000 p37 p26 288 N p37->p6->p10->p26
7850.1000 M258 4000000 2 232.1000 p13 p35 296 N p13->p39->p35
7889.0000 M250 4000000 1 520.0000 p46 p17 291 N p46->p17
7895.4000 M237 4000000 3 901.4000 p32 p31 284 N p32->p13->p8->p31
7906.6000 M256 4000000 2 353.6000 p32 p37 294 N p32->p38->p37
7965.8000 M235 4000000 3 1033.8000 p45 p18 282 N p45->p8->p40->p18
7982.4000 M217 4000000 4 1604.4000 p45 p18 273 N p45->p30->p39->p35->p18
7982.4000 M262 4000000 2 241.4000 p34 p39 295 N p34->p14->p39
8015.0000 M271 4000000 1 8.0000 p24 p16 299 N p24->p16
8015.0000 M251 4000000 2 613.0000 p4 p40 289 N p4->p12->p40
8070.6000 M264 4000000 3 268.6000 p15 p17 295 N p15->p18->p40->p17
8081.2000 M270 4000000 2 100.2000 p43 p6 298 N p43->p45->p6
8107.0000 M274 4000000 2 16.0000 p40 p27 299 N p40->p18->p27
8261.8000 M259 4000000 5 610.8000 p7 p10 289 N p7->p31->p21->p11->p24->p10
8287.0000 M272 4000000 1 253.0000 p6 p44 295 N p6->p44
8289.3000 M265 4000000 1 455.3000 p18 p14 292 N p18->p14
8319.4000 M278 4000000 4 117.4000 p10 p22 298 N p10->p26->p38->p45->p22
8395.4000 M252 4000000 1 961.4000 p4 p26 283 N p4->p26
8403.4000 M284 4000000 1 21.4000 p26 p4 299 N p26->p4
8433.6000 M268 4000000 4 512.6000 p5 p19 291 N p5->p2->p20->p30->p19
8450.9000 M285 4000000 2 35.9000 p15 p0 299 N p15->p2->p0
8461.9000 M276 4000000 1 315.9000 p9 p26 294 N p9->p26
8465.8000 M277 4000000 2 288.8000 p32 p31 295 N p32->p39->p31
8496.2000 M275 4000000 3 377.2000 p18 p3 293 N p18->p12->p27->p3
8567.8000 M273 4000000 1 503.8000 p10 p20 291 N p10->p20
8593.4000 M266 4000000 2 728.4000 p32 p20 287 N p32->p39->p20
8684.9000 M269 4000000 2 736.9000 p21 p47 287 N p21->p31->p47
8730.9000 M287 4000000 2 259.9000 p9 p8 295 N p9->p31->p8
8747.0000 M247 4000000 2 1463.0000 p7 p37 275 N p7->p8->p37
8821.0000 M298 4000000 1 8.0000 p32 p34 299 N p32->p34
8856.5000 M293 4000000 1 197.5000 p2 p34 296 N p2->p34
8869.7000 M280 4000000 1 607.7000 p15 p45 289 N p15->p45
8879.6000 M290 4000000 2 311.6000 p37 p34 294 N p37->p47->p34
8911.7000 M300 4000000 1 48.7000 p23 p34 299 N p23->p34
8941.7000 M261 4000000 2 1230.7000 p12 p29 279 N p12->p23->p29
8942.9000 M295 4000000 1 221.9000 p47 p3 296 N p47->p3
8953.7000 M301 4000000 2 62.7000 p0 p45 298 N p0->p13->p45
8981.9000 M286 4000000 2 536.9000 p0 p1 291 N p0->p13->p1
8989.6000 M291 4000000 1 387.6000 p31 p40 293 N p31->p40
8992.7000 M294 4000000 2 302.7000 p3 p30 294 N p3->p43->p30
9008.7000 M296 4000000 3 258.7000 p30 p9 295 N p30->p33->p35->p9
9008.7000 M267 4000000 2 1116.7000 p23 p30 281 N p23->p14->p30
9069.0000 M307 4000000 1 8.0000 p27 p1 299 N p27->p1
9155.8000 M289 4000000 1 620.8000 p45 p16 289 N p45->p16
9158.2000 M297 4000000 1 378.2000 p28 p36 293 N p28->p36
9166.2000 M288 4000000 3 662.2000 p1 p36 288 N p1->p47->p32->p36
9166.9000 M279 4000000 4 935.9000 p30 p25 284 N p30->p35->p45->p23->p25
9217.8000 M305 4000000 2 218.8000 p21 p48 296 N p21->p10->p48
9253.6000 M292 4000000 1 624.6000 p3 p7 289 N p3->p7
9311.4000 M310 4000000 2 157.4000 p46 p12 297 N p46->p36->p12
9327.5000 M304 4000000 2 355.5000 p33 p10 294 N p33->p18->p10
9368.8000 M313 4000000 2 132.8000 p0 p46 297 N p0->p22->p46
9374.5000 M257 4000000 2 1787.5000 p41 p24 270 N p41->p25->p24
9487.9000 M299 4000000 2 649.9000 p44 p18 289 N p44->p46->p18
9504.2000 M311 4000000 1 323.2000 p12 p44 294 N p12->p44
9506.2000 M314 4000000 2 238.2000 p45 p42 296 N p45->p3->p42
9531.9000 M282 4000000 1 1208.9000 p36 p33 279 N p36->p33
9556.3000 M312 4000000 2 345.3000 p19 p15 294 N p19->p6->p15
9562.2000 M309 4000000 2 435.2000 p5 p3 292 N p5->p44->p3
9562.3000 M281 4000000 2 1271.3000 p48 p41 278 N p48->p12->p41
9576.3000 M302 4000000 1 660.3000 p11 p16 288 N p11->p16
9621.1000 M317 4000000 2 265.1000 p34 p27 295 N p34->p38->p27
9640.1000 M260 4000000 1 1963.1000 p42 p5 267 N p42->p5
9695.1000 M319 4000000 1 274.1000 p14 p46 295 N p14->p46
9706.9000 M327 4000000 2 37.9000 p41 p18 299 N p41->p49->p18
9719.9000 M326 4000000 1 84.9000 p46 p36 298 N p46->p36
9733.9000 M323 4000000 3 191.9000 p4 p32 296 N p4->p30->p24->p32
9804.3000 M303 4000000 3 857.3000 p16 p35 285 N p16->p45->p3->p35
9844.6000 M316 4000000 1 518.6000 p16 p3 291 N p16->p3
9890.6000 M334 4000000 1 14.6000 p15 p34 299 N p15->p34
9940.1000 M333 4000000 2 95.1000 p40 p3 298 N p40->p27->p3
9969.4000 M320 4000000 2 516.4000 p48 p44 291 N p48->p43->p44
9985.3000 M329 4000000 2 258.3000 p1 p32 295 N p1->p7->p32
10017.3000 M324 4000000 2 443.3000 p16 p23 292 N p16->p45->p23
10027.2000 M322 4000000 2 516.2000 p16 p1 291 N p16->p45->p1
10115.2000 M321 4000000 1 635.2000 p15 p5 289 N p15->p5
10179.2000 M318 4000000 2 791.2000 p32 p33 286 N p32->p38->p33
10211.7000 M332 4000000 2 395.7000 p27 p5 293 N p27->p17->p5
10280.6000 M342 4000000 2 171.6000 p19 p32 297 N p19->p43->p32
10341.2000 M306 4000000 2 1309.2000 p41 p13 278 N p41->p49->p13
10351.2000 M315 4000000 1 1056.2000 p26 p46 282 N p26->p46
10359.1000 M336 4000000 2 428.1000 p23 p5 292 N p23->p12->p5
10359.3000 M331 4000000 4 573.3000 p27 p26 290 N p27->p37->p49->p28->p26
10369.0000 M328 4000000 3 670.0000 p0 p14 288 N p0->p13->p6->p14
10372.0000 M325 4000000 2 764.0000 p42 p10 287 N p42->p34->p10
10375.5000 M340 4000000 1 329.5000 p44 p18 294 N p44->p18
10379.4000 M283 4000000 2 2023.4000 p26 p37 266 N p26->p1->p37
10414.6000 M337 4000000 2 453.6000 p27 p42 292 N p27->p17->p42
10467.8000 M344 4000000 2 297.8000 p48 p13 295 N p48->p16->p13
10481.0000 M338 4000000 3 493.0000 p26 p35 291 N p26->p5->p9->p35
10551.2000 M356 4000000 2 24.2000 p32 p47 299 N p32->p22->p47
10620.9000 M345 4000000 1 419.9000 p40 p0 293 N p40->p0
10628.0000 M351 4000000 2 241.0000 p18 p20 295 N p18->p12->p20
10670.0000 M335 4000000 1 769.0000 p18 p28 287 N p18->p28
10728.1000 M330 4000000 2 975.1000 p42 p20 283 N p42->p23->p20
10768.5000 M352 4000000 2 356.5000 p41 p30 294 N p41->p14->p30
10816.2000 M348 4000000 2 524.2000 p37 p3 291 N p37->p13->p3
10818.3000 M349 4000000 3 494.3000 p10 p8 291 N p10->p17->p43->p8
10824.2000 M339 4000000 2 803.2000 p47 p1 286 N p47->p3->p1
10867.3000 M355 4000000 5 374.3000 p13 p33 293 N p13->p16->p12->p49->p1->p33
10929.8000 M357 4000000 2 375.8000 p27 p37 293 N p27->p0->p37
10938.3000 M369 4000000 1 61.3000 p4 p9 298 N p4->p9
10969.3000 M346 4000000 2 737.3000 p27 p48 287 N p27->p11->p48
10974.1000 M372 4000000 1 11.1000 p38 p20 299 N p38->p20
10980.9000 M308 4000000 3 1886.9000 p29 p5 268 N p29->p35->p9->p5
11018.0000 M360 4000000 2 380.0000 p45 p10 293 N p45->p27->p10
11018.1000 M358 4000000 4 437.1000 p24 p17 292 N p24->p7->p9->p35->p17
11027.9000 M361 4000000 2 364.9000 p6 p43 293 N p6->p7->p43
11028.1000 M359 4000000 3 420.1000 p29 p32 292 N p29->p0->p8->p32
11083.2000 M366 4000000 1 285.2000 p48 p6 295 N p48->p6
11120.1000 M377 4000000 1 16.1000 p11 p37 299 N p11->p37
11160.1000 M343 4000000 2 1024.1000 p16 p24 282 N p16->p12->p24
11183.6000 M367 4000000 1 359.6000 p12 p20 294 N p12->p20
11199.7000 M362 4000000 4 507.7000 p10 p29 291 N p10->p17->p27->p35->p29
11240.3000 M363 4000000 1 523.3000 p6 p39 291 N p6->p39
11266.5000 M378 4000000 3 132.5000 p20 p39 297 N p20->p24->p42->p39
11300.8000 M368 4000000 3 450.8000 p44 p37 292 N p44->p42->p6->p37
11319.1000 M353 4000000 2 882.1000 p22 p39 285 N p22->p32->p39
