# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
167.7000 M2 1000000 1 106.7000 p44 p41 298 N p44->p41
202.0000 M7 1000000 1 2.0000 p19 p42 299 N p19->p42
312.0000 M8 1000000 1 84.0000 p43 p28 298 N p43->p28
316.0000 M11 1000000 1 2.0000 p20 p45 299 N p20->p45
316.8000 M5 1000000 2 174.8000 p43 p4 297 N p43->p16->p4
318.8000 M1 1000000 3 286.8000 p14 p4 295 N p14->p45->p16->p4
320.5000 M10 1000000 1 34.5000 p18 p13 299 N p18->p13
527.6000 M4 1000000 3 413.6000 p28 p8 293 N p28->p29->p44->p8
565.3000 M6 1000000 4 391.3000 p30 p4 293 N p30->p45->p17->p47->p4
597.2000 M16 1000000 3 145.2000 p26 p30 297 N p26->p18->p48->p30
629.3000 M12 1000000 4 289.3000 p23 p6 295 N p23->p32->p33->p15->p6
665.7000 M3 1000000 3 579.7000 p39 p30 290 N p39->p11->p8->p30
676.1000 M17 1000000 3 190.1000 p30 p1 296 N p30->p12->p14->p1
709.2000 M19 1000000 2 165.2000 p2 p48 297 N p2->p1->p48
759.7000 M20 1000000 2 188.7000 p23 p42 296 N p23->p15->p42
782.9000 M13 1000000 3 416.9000 p2 p23 293 N p2->p21->p45->p23
844.8000 M25 1000000 1 122.8000 p28 p46 297 N p28->p46
856.5000 M26 1000000 2 109.5000 p37 p24 298 N p37->p43->p24
863.8000 M27 1000000 1 90.8000 p1 p44 298 N p1->p44
886.7000 M23 1000000 3 223.7000 p42 p24 296 N p42->p31->p45->p24
914.9000 M30 1000000 1 55.9000 p24 p12 299 N p24->p12
923.1000 M14 1000000 4 531.1000 p33 p20 291 N p33->p32->p23->p19->p20
944.2000 M24 1000000 2 256.2000 p26 p34 295 N p26->p13->p34
1004.6000 M29 1000000 1 170.6000 p19 p43 297 N p19->p43
1021.7000 M31 1000000 3 133.7000 p7 p0 297 N p7->p20->p34->p0
1051.4000 M9 1000000 1 790.4000 p44 p40 286 N p44->p40
1068.0000 M37 1000000 3 8.0000 p11 p39 299 N p11->p2->p29->p39
1070.2000 M34 1000000 2 97.2000 p45 p28 298 N p45->p9->p28
1086.2000 M15 1000000 1 666.2000 p2 p36 288 N p2->p36
1145.8000 M35 1000000 2 147.8000 p7 p1 297 N p7->p49->p1
1167.9000 M18 1000000 2 649.9000 p27 p11 289 N p27->p42->p11
1178.0000 M41 1000000 1 2.0000 p9 p35 299 N p9->p35
1206.0000 M42 1000000 2 4.0000 p4 p8 299 N p4->p38->p8
1221.1000 M36 1000000 2 194.1000 p30 p16 296 N p30->p6->p16
1231.4000 M40 1000000 3 87.4000 p4 p3 298 N p4->p38->p25->p3
1272.0000 M28 1000000 2 469.0000 p37 p47 292 N p37->p0->p47
1356.0000 M47 1000000 3 8.0000 p33 p2 299 N p33->p15->p34->p2
1402.7000 M39 1000000 3 287.7000 p2 p3 295 N p2->p29->p39->p3
1507.0000 M52 1000000 1 2.0000 p11 p33 299 N p11->p33
1525.0000 M38 1000000 2 440.0000 p31 p38 292 N p31->p3->p38
1565.0000 M54 1000000 1 2.0000 p26 p6 299 N p26->p6
1592.3000 M49 1000000 3 183.3000 p21 p4 296 N p21->p37->p20->p4
1595.2000 M43 1000000 4 360.2000 p25 p26 293 N p25->p43->p31->p9->p26
1676.2000 M51 1000000 4 204.2000 p17 p11 296 N p17->p35->p9->p3->p11
1705.5000 M21 1000000 3 1101.5000 p31 p44 281 N p31->p36->p9->p44
1721.1000 M59 1000000 3 6.1000 p8 p20 299 N p8->p45->p21->p20
1752.5000 M53 1000000 3 221.5000 p6 p42 296 N p6->p26->p49->p42
1768.0000 M22 1000000 4 1133.0000 p10 p31 281 N p10->p33->p32->p18->p31
1803.1000 M44 1000000 3 539.1000 p2 p31 291 N p2->p36->p24->p31
1824.2000 M56 1000000 2 197.2000 p11 p5 296 N p11->p27->p5
1883.8000 M62 1000000 4 78.8000 p7 p12 298 N p7->p34->p0->p35->p12
1906.7000 M63 1000000 2 70.7000 p42 p9 298 N p42->p36->p9
