# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
182.5000 M2 5000000 1 121.5000 p44 p41 297 N p44->p41
210.0000 M7 5000000 1 10.0000 p19 p42 299 N p19->p42
321.1000 M8 5000000 1 93.1000 p43 p28 298 N p43->p28
324.0000 M11 5000000 1 10.0000 p20 p45 299 N p20->p45
324.8000 M5 5000000 2 182.8000 p43 p4 296 N p43->p16->p4
328.5000 M10 5000000 1 42.5000 p18 p13 299 N p18->p13
521.8000 M1 5000000 2 489.8000 p14 p4 291 N p14->p5->p4
611.1000 M16 5000000 3 159.1000 p26 p30 297 N p26->p18->p48->p30
645.7000 M3 5000000 4 559.7000 p39 p30 290 N p39->p25->p22->p38->p30
650.4000 M4 5000000 2 536.4000 p28 p8 291 N p28->p29->p8
684.1000 M17 5000000 3 198.1000 p30 p1 296 N p30->p12->p14->p1
717.2000 M19 5000000 2 173.2000 p2 p48 297 N p2->p1->p48
719.9000 M6 5000000 1 545.9000 p30 p4 290 N p30->p4
726.7000 M12 5000000 1 386.7000 p23 p6 293 N p23->p6
767.7000 M20 5000000 2 196.7000 p23 p42 296 N p23->p15->p42
777.7000 M14 5000000 2 385.7000 p33 p20 293 N p33->p15->p20
852.8000 M25 5000000 1 130.8000 p28 p46 297 N p28->p46
871.8000 M27 5000000 1 98.8000 p1 p44 298 N p1->p44
894.7000 M23 5000000 3 231.7000 p42 p24 296 N p42->p31->p45->p24
922.9000 M30 5000000 1 63.9000 p24 p12 298 N p24->p12
952.2000 M24 5000000 2 264.2000 p26 p34 295 N p26->p13->p34
1013.1000 M29 5000000 1 179.1000 p19 p43 297 N p19->p43
1020.8000 M26 5000000 1 273.8000 p37 p24 295 N p37->p24
1051.9000 M31 5000000 2 163.9000 p7 p0 297 N p7->p42->p0
1059.4000 M9 5000000 1 798.4000 p44 p40 286 N p44->p40
1078.2000 M34 5000000 2 105.2000 p45 p28 298 N p45->p9->p28
1094.2000 M15 5000000 1 674.2000 p2 p36 288 N p2->p36
1153.8000 M35 5000000 2 155.8000 p7 p1 297 N p7->p49->p1
1174.5000 M37 5000000 3 114.5000 p11 p39 298 N p11->p14->p0->p39
1186.0000 M41 5000000 1 10.0000 p9 p35 299 N p9->p35
1229.1000 M36 5000000 2 202.1000 p30 p16 296 N p30->p6->p16
1230.6000 M40 5000000 3 86.6000 p4 p3 298 N p4->p25->p43->p3
1236.0000 M42 5000000 3 34.0000 p4 p8 299 N p4->p38->p13->p8
1410.7000 M39 5000000 3 295.7000 p2 p3 295 N p2->p29->p39->p3
1515.0000 M52 5000000 1 10.0000 p11 p33 299 N p11->p33
1533.0000 M38 5000000 2 448.0000 p31 p38 292 N p31->p3->p38
1573.0000 M54 5000000 1 10.0000 p26 p6 299 N p26->p6
1597.7000 M22 5000000 2 962.7000 p10 p31 283 N p10->p47->p31
1610.0000 M49 5000000 1 201.0000 p21 p4 296 N p21->p4
1667.0000 M13 5000000 2 1301.0000 p2 p23 278 N p2->p21->p23
1773.1000 M53 5000000 1 242.1000 p6 p42 295 N p6->p42
1811.1000 M44 5000000 3 547.1000 p2 p31 290 N p2->p36->p24->p31
1832.2000 M56 5000000 2 205.2000 p11 p5 296 N p11->p27->p5
1889.1000 M43 5000000 1 654.1000 p25 p26 289 N p25->p26
1914.7000 M63 5000000 2 78.7000 p42 p9 298 N p42->p36->p9
1948.1000 M28 5000000 1 1145.1000 p37 p47 280 N p37->p47
1980.0000 M60 5000000 1 240.0000 p3 p38 296 N p3->p38
2046.7000 M62 5000000 2 241.7000 p7 p12 295 N p7->p34->p12
2074.7000 M57 5000000 2 420.7000 p22 p19 292 N p22->p48->p19
2154.7000 M33 5000000 1 1207.7000 p13 p18 279 N p13->p18
2164.6000 M50 5000000 1 722.6000 p36 p8 287 N p36->p8
2164.7000 M69 5000000 1 147.7000 p13 p21 297 N p13->p21
2190.0000 M74 5000000 1 20.0000 p2 p34 299 N p2->p34
2246.8000 M66 5000000 2 319.8000 p21 p41 294 N p21->p26->p41
2263.0000 M76 5000000 2 30.0000 p28 p21 299 N p28->p38->p21
2319.2000 M61 5000000 2 547.2000 p32 p5 290 N p32->p49->p5
2348.1000 M46 5000000 1 1026.1000 p16 p38 282 N p16->p38
2358.3000 M64 5000000 1 489.3000 p5 p42 291 N p5->p42
2415.9000 M32 5000000 2 1500.9000 p11 p32 274 N p11->p8->p32
2423.0000 M82 5000000 1 10.0000 p42 p30 299 N p42->p30
2433.0000 M75 5000000 4 231.0000 p45 p30 296 N p45->p21->p18->p8->p30
2452.0000 M83 5000000 1 10.0000 p0 p23 299 N p0->p23
2504.8000 M77 5000000 2 239.8000 p2 p28 296 N p2->p6->p28
2524.0000 M85 5000000 3 30.0000 p36 p45 299 N p36->p18->p27->p45
2534.0000 M67 5000000 1 574.0000 p27 p32 290 N p27->p32
2558.7000 M72 5000000 1 451.7000 p30 p2 292 N p30->p2
2584.2000 M68 5000000 2 596.2000 p33 p32 290 N p33->p9->p32
2585.1000 M87 5000000 3 30.1000 p19 p29 299 N p19->p12->p3->p29
2691.2000 M91 5000000 2 26.2000 p37 p44 299 N p37->p23->p44
2725.0000 M58 5000000 1 1039.0000 p37 p7 282 N p37->p7
2745.9000 M88 5000000 2 158.9000 p31 p3 297 N p31->p20->p3
2789.6000 M81 5000000 1 402.6000 p31 p35 293 N p31->p35
2792.0000 M95 5000000 1 10.0000 p33 p29 299 N p33->p29
2820.0000 M96 5000000 1 10.0000 p31 p21 299 N p31->p21
2887.2000 M90 5000000 2 250.2000 p11 p18 295 N p11->p22->p18
2899.1000 M65 5000000 2 1005.1000 p24 p2 283 N p24->p47->p2
